PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Massachusetts,2024,5,X,4.22667,X,X,X,X,X,X,3625,105,85765
States,Michigan,2024,5,X,3.72574,X,X,X,X,X,X,5079,286,136322
States,Minnesota,2024,5,X,2.62292,X,X,X,X,X,X,980,71,37363
States,Mississippi,2024,5,X,4.78502,X,X,X,X,X,X,631,30,13187
States,Missouri,2024,5,X,2.40829,X,X,X,X,X,X,688,41,28568
States,Montana,2024,5,X,2.27005,X,X,X,X,X,X,154,28,6784
States,Nebraska,2024,5,X,4.90219,X,X,X,X,X,X,822,91,16768
States,Nevada,2024,5,X,2.91119,X,X,X,X,X,X,1379,66,47369
States,New Hampshire,2024,5,X,2.86404,X,X,X,X,X,X,261,23,9113
States,New Jersey,2024,5,X,5.78569,X,X,X,X,X,X,1616,32,27931
States,New Mexico,2024,5,X,8.26232,X,X,X,X,X,X,1910,43,23117
States,New York,2024,5,X,2.40958,X,X,X,X,X,X,1050,99,43576
States,North Carolina,2024,5,X,3.42636,X,X,X,X,X,X,3137,140,91555
States,North Dakota,2024,5,X,7.01189,X,X,X,X,X,X,283,14,4036
States,Ohio,2024,5,X,5.07302,X,X,X,X,X,X,1907,75,37591
States,Oklahoma,2024,5,X,5.49786,X,X,X,X,X,X,1440,41,26192
States,Oregon,2024,5,X,2.22424,X,X,X,X,X,X,880,86,39564
States,Pennsylvania,2024,5,X,2.15062,X,X,X,X,X,X,1461,101,67934
States,Rhode Island,2024,5,X,3.32678,X,X,X,X,X,X,406,23,12204
States,South Carolina,2024,5,X,6.2703,X,X,X,X,X,X,1988,39,31705
States,South Dakota,2024,5,X,1.36007,X,X,X,X,X,X,118,32,8676
States,Tennessee,2024,5,X,4.21961,X,X,X,X,X,X,1315,98,31164
States,Texas,2024,5,X,8.58243,X,X,X,X,X,X,4858,53,56604
States,Utah,2024,5,X,2.3403,X,X,X,X,X,X,466,48,19912
States,Vermont,2024,5,X,2.14672,X,X,X,X,X,X,139,15,6475
States,Virginia,2024,5,X,4.33034,X,X,X,X,X,X,4888,182,112878
States,Washington,2024,5,X,2.32482,X,X,X,X,X,X,1769,109,76092
States,West Virginia,2024,5,X,3.76937,X,X,X,X,X,X,574,54,15228
States,Wisconsin,2024,5,X,2.45344,X,X,X,X,X,X,693,61,28246
States,Wyoming,2024,5,X,9.26488,X,X,X,X,X,X,305,18,3292
States,Commonwealth of the Northern Mariana Islands,2024,5,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,5,X,3.88732,X,X,X,X,X,X,69,5,1775
States,Virgin Islands,2024,5,X,1.50376,X,X,X,X,X,X,14,3,931
States,New York City,2024,5,X,8.28631,X,X,X,X,X,X,9737,105,117507
States,Alabama,2024,6,X,4.69107,X,X,X,X,X,X,2072,108,44169
States,Alaska,2024,6,X,2.01425,X,X,X,X,X,X,82,12,4071
States,Arizona,2024,6,X,3.07475,X,X,X,X,X,X,2398,122,77990
States,Arkansas,2024,6,X,6.12125,X,X,X,X,X,X,1046,50,17088
States,California,2024,6,X,4.0475,X,X,X,X,X,X,11329,210,279901
States,Colorado,2024,6,X,4.90507,X,X,X,X,X,X,2550,97,51987
States,Connecticut,2024,6,X,3.06891,X,X,X,X,X,X,1332,69,43403
States,Delaware,2024,6,X,1.29914,X,X,X,X,X,X,193,25,14856
States,District of Columbia,2024,6,X,7.91168,X,X,X,X,X,X,602,6,7609
States,Florida,2024,6,X,5.08604,X,X,X,X,X,X,13607,357,267536
States,Georgia,2024,6,X,6.098,X,X,X,X,X,X,5391,104,88406
States,Hawaii,2024,6,X,3.649,X,X,X,X,X,X,1292,42,35407
States,Idaho,2024,6,X,2.96162,X,X,X,X,X,X,311,30,10501
States,Illinois,2024,6,X,2.64587,X,X,X,X,X,X,1959,176,74040
States,Indiana,2024,6,X,3.94803,X,X,X,X,X,X,2969,157,75202
States,Iowa,2024,6,X,3.63089,X,X,X,X,X,X,181,14,4985
States,Kansas,2024,6,X,3.26357,X,X,X,X,X,X,669,36,20499
States,Kentucky,2024,6,X,4.45632,X,X,X,X,X,X,1793,87,40235
States,Louisiana,2024,6,X,5.16274,X,X,X,X,X,X,2246,87,43504
States,Maine,2024,6,X,3.1892,X,X,X,X,X,X,475,52,14894
States,Maryland,2024,6,X,3.45691,X,X,X,X,X,X,1685,70,48743
States,Massachusetts,2024,6,X,4.55044,X,X,X,X,X,X,3984,103,87552
States,Michigan,2024,6,X,4.80751,X,X,X,X,X,X,6977,285,145127
States,Minnesota,2024,6,X,2.51569,X,X,X,X,X,X,910,72,36173
States,Mississippi,2024,6,X,4.94392,X,X,X,X,X,X,692,31,13997
States,Missouri,2024,6,X,2.78316,X,X,X,X,X,X,847,41,30433
States,Montana,2024,6,X,2.87684,X,X,X,X,X,X,192,28,6674
States,Nebraska,2024,6,X,5.99882,X,X,X,X,X,X,1015,91,16920
States,Nevada,2024,6,X,2.4706,X,X,X,X,X,X,1128,66,45657
States,New Hampshire,2024,6,X,2.79586,X,X,X,X,X,X,262,23,9371
States,New Jersey,2024,6,X,5.8096,X,X,X,X,X,X,1677,32,28866
States,New Mexico,2024,6,X,8.55781,X,X,X,X,X,X,2065,43,24130
States,New York,2024,6,X,2.26655,X,X,X,X,X,X,1193,98,52635
States,North Carolina,2024,6,X,3.5531,X,X,X,X,X,X,3295,138,92736
States,North Dakota,2024,6,X,7.42706,X,X,X,X,X,X,280,14,3770
States,Ohio,2024,6,X,6.71408,X,X,X,X,X,X,2549,73,37965
States,Oklahoma,2024,6,X,5.87012,X,X,X,X,X,X,1439,44,24514
States,Oregon,2024,6,X,2.36557,X,X,X,X,X,X,930,85,39314
States,Pennsylvania,2024,6,X,2.28102,X,X,X,X,X,X,1582,100,69355
States,Rhode Island,2024,6,X,3.71476,X,X,X,X,X,X,473,22,12733
States,South Carolina,2024,6,X,5.99631,X,X,X,X,X,X,1950,37,32520
States,South Dakota,2024,6,X,1.95063,X,X,X,X,X,X,177,32,9074
States,Tennessee,2024,6,X,5.14762,X,X,X,X,X,X,1754,98,34074
States,Texas,2024,6,X,7.46488,X,X,X,X,X,X,4161,52,55741
States,Utah,2024,6,X,1.94812,X,X,X,X,X,X,389,48,19968
States,Vermont,2024,6,X,1.45849,X,X,X,X,X,X,94,14,6445
States,Virginia,2024,6,X,4.57247,X,X,X,X,X,X,5354,183,117092
States,Washington,2024,6,X,2.09751,X,X,X,X,X,X,1569,109,74803
States,West Virginia,2024,6,X,4.44484,X,X,X,X,X,X,741,55,16671
States,Wisconsin,2024,6,X,2.56595,X,X,X,X,X,X,746,61,29073
States,Wyoming,2024,6,X,9.84127,X,X,X,X,X,X,341,18,3465
States,Commonwealth of the Northern Mariana Islands,2024,6,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,6,X,3.2967,X,X,X,X,X,X,63,7,1911
States,Virgin Islands,2024,6,X,0.862895,X,X,X,X,X,X,9,4,1043
States,New York City,2024,6,X,8.19163,X,X,X,X,X,X,9953,106,121502
States,Alabama,2024,7,X,4.31131,X,X,X,X,X,X,1776,107,41194
States,Alaska,2024,7,X,3.18646,X,X,X,X,X,X,128,12,4017
States,Arizona,2024,7,X,2.98543,X,X,X,X,X,X,2385,122,79888
States,Arkansas,2024,7,X,6.40352,X,X,X,X,X,X,1048,48,16366
States,California,2024,7,X,4.27979,X,X,X,X,X,X,12026,208,280995
States,Colorado,2024,7,X,4.58909,X,X,X,X,X,X,2357,97,51361
States,Connecticut,2024,7,X,3.01175,X,X,X,X,X,X,1264,69,41969
States,Delaware,2024,7,X,1.35155,X,X,X,X,X,X,186,25,13762
States,District of Columbia,2024,7,X,8.78667,X,X,X,X,X,X,659,7,7500
States,Florida,2024,7,X,4.63437,X,X,X,X,X,X,12341,356,266293
States,Georgia,2024,7,X,5.20945,X,X,X,X,X,X,4472,102,85844
States,Hawaii,2024,7,X,3.50601,X,X,X,X,X,X,1204,41,34341
States,Idaho,2024,7,X,3.50793,X,X,X,X,X,X,367,30,10462
States,Illinois,2024,7,X,2.70539,X,X,X,X,X,X,1878,177,69417
States,Indiana,2024,7,X,3.94092,X,X,X,X,X,X,2668,156,67700
States,Iowa,2024,7,X,4.05688,X,X,X,X,X,X,194,15,4782
States,Kansas,2024,7,X,3.20665,X,X,X,X,X,X,621,35,19366
States,Kentucky,2024,7,X,4.7057,X,X,X,X,X,X,1838,89,39059
States,Louisiana,2024,7,X,4.64633,X,X,X,X,X,X,1945,87,41861
States,Maine,2024,7,X,3.25097,X,X,X,X,X,X,496,52,15257
States,Maryland,2024,7,X,3.66392,X,X,X,X,X,X,1726,70,47108
States,Massachusetts,2024,7,X,4.49449,X,X,X,X,X,X,3375,104,75092
States,Michigan,2024,7,X,5.44105,X,X,X,X,X,X,7872,286,144678
States,Minnesota,2024,7,X,2.39413,X,X,X,X,X,X,861,71,35963
States,Mississippi,2024,7,X,4.43024,X,X,X,X,X,X,596,31,13453
States,Missouri,2024,7,X,3.10756,X,X,X,X,X,X,919,41,29573
States,Montana,2024,7,X,2.02223,X,X,X,X,X,X,131,28,6478
States,Nebraska,2024,7,X,6.14614,X,X,X,X,X,X,1006,91,16368
States,Nevada,2024,7,X,2.86101,X,X,X,X,X,X,1332,65,46557
States,New Hampshire,2024,7,X,2.76719,X,X,X,X,X,X,254,23,9179
States,New Jersey,2024,7,X,5.20962,X,X,X,X,X,X,1439,33,27622
States,New Mexico,2024,7,X,8.09697,X,X,X,X,X,X,1984,41,24503
States,New York,2024,7,X,2.34278,X,X,X,X,X,X,1191,99,50837
States,North Carolina,2024,7,X,3.33948,X,X,X,X,X,X,3098,136,92769
States,North Dakota,2024,7,X,5.88391,X,X,X,X,X,X,223,14,3790
States,Ohio,2024,7,X,7.34319,X,X,X,X,X,X,2825,74,38471
States,Oklahoma,2024,7,X,5.61776,X,X,X,X,X,X,1184,41,21076
States,Oregon,2024,7,X,2.51305,X,X,X,X,X,X,987,86,39275
States,Pennsylvania,2024,7,X,2.34563,X,X,X,X,X,X,1570,101,66933
States,Rhode Island,2024,7,X,3.36511,X,X,X,X,X,X,413,22,12273
States,South Carolina,2024,7,X,5.62001,X,X,X,X,X,X,1860,38,33096
States,South Dakota,2024,7,X,2.15359,X,X,X,X,X,X,182,32,8451
States,Tennessee,2024,7,X,5.23763,X,X,X,X,X,X,1782,98,34023
States,Texas,2024,7,X,6.33616,X,X,X,X,X,X,3314,54,52303
States,Utah,2024,7,X,2.2007,X,X,X,X,X,X,434,48,19721
States,Vermont,2024,7,X,1.09115,X,X,X,X,X,X,65,14,5957
States,Virginia,2024,7,X,4.8527,X,X,X,X,X,X,5686,183,117172
States,Washington,2024,7,X,2.07958,X,X,X,X,X,X,1514,109,72803
States,West Virginia,2024,7,X,4.03231,X,X,X,X,X,X,649,54,16095
States,Wisconsin,2024,7,X,2.6389,X,X,X,X,X,X,759,61,28762
States,Wyoming,2024,7,X,9.95826,X,X,X,X,X,X,334,18,3354
States,Commonwealth of the Northern Mariana Islands,2024,7,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,7,X,4.49735,X,X,X,X,X,X,68,6,1512
States,Virgin Islands,2024,7,X,0.808314,X,X,X,X,X,X,7,3,866
States,New York City,2024,7,X,7.97645,X,X,X,X,X,X,8886,103,111403
States,Alabama,2024,8,X,3.96771,X,X,X,X,X,X,1676,108,42241
States,Alaska,2024,8,X,3.0046,X,X,X,X,X,X,124,12,4127
States,Arizona,2024,8,X,3.03192,X,X,X,X,X,X,2447,122,80708
States,Arkansas,2024,8,X,6.18048,X,X,X,X,X,X,1028,49,16633
States,California,2024,8,X,4.46261,X,X,X,X,X,X,11503,209,257764
States,Colorado,2024,8,X,4.30404,X,X,X,X,X,X,2218,97,51533
States,Connecticut,2024,8,X,2.94594,X,X,X,X,X,X,1273,69,43212
States,Delaware,2024,8,X,1.95465,X,X,X,X,X,X,281,25,14376
States,District of Columbia,2024,8,X,8.9064,X,X,X,X,X,X,667,7,7489
States,Florida,2024,8,X,4.47822,X,X,X,X,X,X,11628,355,259657
States,Georgia,2024,8,X,4.68633,X,X,X,X,X,X,3700,102,78953
States,Hawaii,2024,8,X,3.89493,X,X,X,X,X,X,1164,42,29885
States,Idaho,2024,8,X,3.77271,X,X,X,X,X,X,405,30,10735
States,Illinois,2024,8,X,3.05882,X,X,X,X,X,X,2259,173,73852
States,Indiana,2024,8,X,3.71905,X,X,X,X,X,X,2280,156,61306
States,Iowa,2024,8,X,5.10797,X,X,X,X,X,X,246,15,4816
States,Kansas,2024,8,X,3.59369,X,X,X,X,X,X,709,35,19729
States,Kentucky,2024,8,X,4.6034,X,X,X,X,X,X,1849,88,40166
States,Louisiana,2024,8,X,4.41447,X,X,X,X,X,X,1898,87,42995
States,Maine,2024,8,X,3.38994,X,X,X,X,X,X,509,52,15015
States,Maryland,2024,8,X,3.76316,X,X,X,X,X,X,1826,70,48523
States,Massachusetts,2024,8,X,4.62668,X,X,X,X,X,X,3770,105,81484
States,Michigan,2024,8,X,5.99828,X,X,X,X,X,X,8881,285,148059
States,Minnesota,2024,8,X,2.23717,X,X,X,X,X,X,798,71,35670
States,Mississippi,2024,8,X,5.20634,X,X,X,X,X,X,733,31,14079
States,Missouri,2024,8,X,3.27826,X,X,X,X,X,X,1014,41,30931
States,Montana,2024,8,X,1.87123,X,X,X,X,X,X,118,28,6306
States,Nebraska,2024,8,X,7.76845,X,X,X,X,X,X,1342,91,17275
States,Nevada,2024,8,X,3.4757,X,X,X,X,X,X,1407,62,40481
States,New Hampshire,2024,8,X,2.64693,X,X,X,X,X,X,245,22,9256
States,New Jersey,2024,8,X,5.6689,X,X,X,X,X,X,1581,31,27889
States,New Mexico,2024,8,X,7.59582,X,X,X,X,X,X,1859,41,24474
States,New York,2024,8,X,2.47413,X,X,X,X,X,X,1277,99,51614
States,North Carolina,2024,8,X,3.34165,X,X,X,X,X,X,3109,137,93038
States,North Dakota,2024,8,X,6.60645,X,X,X,X,X,X,256,14,3875
States,Ohio,2024,8,X,7.90015,X,X,X,X,X,X,3070,72,38860
States,Oklahoma,2024,8,X,4.8904,X,X,X,X,X,X,1111,43,22718
States,Oregon,2024,8,X,1.60736,X,X,X,X,X,X,655,87,40750
States,Pennsylvania,2024,8,X,2.60542,X,X,X,X,X,X,1840,100,70622
States,Rhode Island,2024,8,X,3.39049,X,X,X,X,X,X,439,23,12948
States,South Carolina,2024,8,X,4.95694,X,X,X,X,X,X,1583,37,31935
States,South Dakota,2024,8,X,2.15479,X,X,X,X,X,X,196,32,9096
States,Tennessee,2024,8,X,5.65702,X,X,X,X,X,X,1939,98,34276
States,Texas,2024,8,X,5.70926,X,X,X,X,X,X,3081,54,53965
States,Utah,2024,8,X,2.03688,X,X,X,X,X,X,380,48,18656
States,Vermont,2024,8,X,1.05093,X,X,X,X,X,X,65,14,6185
States,Virginia,2024,8,X,4.72787,X,X,X,X,X,X,5715,183,120879
States,Washington,2024,8,X,2.13347,X,X,X,X,X,X,1554,109,72839
States,West Virginia,2024,8,X,4.18303,X,X,X,X,X,X,671,53,16041
States,Wisconsin,2024,8,X,2.58881,X,X,X,X,X,X,771,61,29782
States,Wyoming,2024,8,X,7.94621,X,X,X,X,X,X,260,18,3272
States,Commonwealth of the Northern Mariana Islands,2024,8,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,8,X,3.49345,X,X,X,X,X,X,72,7,2061
States,Virgin Islands,2024,8,X,1.52878,X,X,X,X,X,X,17,4,1112
States,New York City,2024,8,X,7.16709,X,X,X,X,X,X,8090,101,112877
States,Alabama,2024,9,X,3.7629,X,X,X,X,X,X,1568,106,41670
States,Alaska,2024,9,X,3.28738,X,X,X,X,X,X,124,12,3772
States,Arizona,2024,9,X,2.76502,X,X,X,X,X,X,2258,122,81663
States,Arkansas,2024,9,X,5.39662,X,X,X,X,X,X,896,50,16603
States,California,2024,9,X,4.11688,X,X,X,X,X,X,11918,208,289491
States,Colorado,2024,9,X,3.94025,X,X,X,X,X,X,2026,97,51418
States,Connecticut,2024,9,X,2.89708,X,X,X,X,X,X,1252,69,43216
States,Delaware,2024,9,X,2.16209,X,X,X,X,X,X,314,25,14523
States,District of Columbia,2024,9,X,8.2659,X,X,X,X,X,X,664,7,8033
States,Florida,2024,9,X,4.40331,X,X,X,X,X,X,11769,355,267276
States,Georgia,2024,9,X,4.16275,X,X,X,X,X,X,3409,103,81893
States,Hawaii,2024,9,X,3.06284,X,X,X,X,X,X,1101,42,35947
States,Idaho,2024,9,X,1.34601,X,X,X,X,X,X,259,30,19242
States,Illinois,2024,9,X,2.8663,X,X,X,X,X,X,2155,177,75184
States,Indiana,2024,9,X,3.73731,X,X,X,X,X,X,2636,157,70532
States,Iowa,2024,9,X,3.70221,X,X,X,X,X,X,183,14,4943
States,Kansas,2024,9,X,5.2142,X,X,X,X,X,X,667,24,12792
States,Kentucky,2024,9,X,4.06652,X,X,X,X,X,X,1653,89,40649
States,Louisiana,2024,9,X,3.67899,X,X,X,X,X,X,1538,87,41805
States,Maine,2024,9,X,2.67464,X,X,X,X,X,X,407,52,15217
States,Maryland,2024,9,X,4.00959,X,X,X,X,X,X,1957,67,48808
States,Massachusetts,2024,9,X,4.22522,X,X,X,X,X,X,3680,105,87096
States,Michigan,2024,9,X,6.00817,X,X,X,X,X,X,8930,284,148631
States,Minnesota,2024,9,X,2.47272,X,X,X,X,X,X,902,71,36478
States,Mississippi,2024,9,X,3.9532,X,X,X,X,X,X,544,31,13761
States,Missouri,2024,9,X,3.18312,X,X,X,X,X,X,979,41,30756
States,Montana,2024,9,X,1.49541,X,X,X,X,X,X,101,28,6754
States,Nebraska,2024,9,X,7.82123,X,X,X,X,X,X,1372,91,17542
States,Nevada,2024,9,X,2.55936,X,X,X,X,X,X,1204,66,47043
States,New Hampshire,2024,9,X,3.0359,X,X,X,X,X,X,263,23,8663
States,New Jersey,2024,9,X,5.69908,X,X,X,X,X,X,1628,31,28566
States,New Mexico,2024,9,X,7.68409,X,X,X,X,X,X,2087,41,27160
States,New York,2024,9,X,2.23167,X,X,X,X,X,X,1160,100,51979
States,North Carolina,2024,9,X,3.24919,X,X,X,X,X,X,3016,137,92823
States,North Dakota,2024,9,X,5.71429,X,X,X,X,X,X,222,13,3885
States,Ohio,2024,9,X,7.4407,X,X,X,X,X,X,2889,73,38827
States,Oklahoma,2024,9,X,4.17067,X,X,X,X,X,X,1041,42,24960
States,Oregon,2024,9,X,1.59115,X,X,X,X,X,X,617,85,38777
States,Pennsylvania,2024,9,X,2.56991,X,X,X,X,X,X,1792,101,69730
States,Rhode Island,2024,9,X,3.06805,X,X,X,X,X,X,431,23,14048
States,South Carolina,2024,9,X,4.66635,X,X,X,X,X,X,1493,38,31995
States,South Dakota,2024,9,X,2.14667,X,X,X,X,X,X,185,32,8618
States,Tennessee,2024,9,X,5.01093,X,X,X,X,X,X,1673,97,33387
States,Texas,2024,9,X,4.91056,X,X,X,X,X,X,2630,54,53558
States,Utah,2024,9,X,1.83807,X,X,X,X,X,X,363,48,19749
States,Vermont,2024,9,X,1.61998,X,X,X,X,X,X,96,14,5926
States,Virginia,2024,9,X,4.73626,X,X,X,X,X,X,5708,184,120517
States,Washington,2024,9,X,1.8809,X,X,X,X,X,X,1404,109,74645
States,West Virginia,2024,9,X,4.63244,X,X,X,X,X,X,748,55,16147
States,Wisconsin,2024,9,X,2.67799,X,X,X,X,X,X,788,61,29425
States,Wyoming,2024,9,X,6.64452,X,X,X,X,X,X,220,17,3311
States,Commonwealth of the Northern Mariana Islands,2024,9,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,9,X,4.69556,X,X,X,X,X,X,91,6,1938
States,Virgin Islands,2024,9,X,1.13314,X,X,X,X,X,X,12,4,1059
States,New York City,2024,9,X,6.72548,X,X,X,X,X,X,7845,106,116646
States,Alabama,2024,10,X,3.15863,X,X,X,X,X,X,1318,108,41727
States,Alaska,2024,10,X,2.54152,X,X,X,X,X,X,101,12,3974
States,Arizona,2024,10,X,2.39612,X,X,X,X,X,X,1900,122,79295
States,Arkansas,2024,10,X,4.30656,X,X,X,X,X,X,676,48,15697
States,California,2024,10,X,3.97257,X,X,X,X,X,X,11359,209,285936
States,Colorado,2024,10,X,3.88246,X,X,X,X,X,X,1995,97,51385
States,Connecticut,2024,10,X,2.97934,X,X,X,X,X,X,1265,69,42459
States,Delaware,2024,10,X,1.83366,X,X,X,X,X,X,265,25,14452
States,District of Columbia,2024,10,X,8.22474,X,X,X,X,X,X,669,7,8134
States,Florida,2024,10,X,4.03194,X,X,X,X,X,X,10942,355,271383
States,Georgia,2024,10,X,3.64457,X,X,X,X,X,X,2908,101,79790
States,Hawaii,2024,10,X,2.82417,X,X,X,X,X,X,996,41,35267
States,Idaho,2024,10,X,2.84303,X,X,X,X,X,X,259,30,9110
States,Illinois,2024,10,X,2.69893,X,X,X,X,X,X,2009,177,74437
States,Indiana,2024,10,X,3.31096,X,X,X,X,X,X,2037,157,61523
States,Iowa,2024,10,X,3.91912,X,X,X,X,X,X,188,14,4797
States,Kansas,2024,10,X,3.04356,X,X,X,X,X,X,675,34,22178
States,Kentucky,2024,10,X,3.46554,X,X,X,X,X,X,1350,87,38955
States,Louisiana,2024,10,X,3.27491,X,X,X,X,X,X,1392,87,42505
States,Maine,2024,10,X,2.39486,X,X,X,X,X,X,369,52,15408
States,Maryland,2024,10,X,3.78794,X,X,X,X,X,X,1867,70,49288
States,Massachusetts,2024,10,X,3.84944,X,X,X,X,X,X,3291,105,85493
States,Michigan,2024,10,X,5.64551,X,X,X,X,X,X,8410,282,148968
States,Minnesota,2024,10,X,2.31604,X,X,X,X,X,X,830,70,35837
States,Mississippi,2024,10,X,3.82494,X,X,X,X,X,X,527,31,13778
States,Missouri,2024,10,X,2.87543,X,X,X,X,X,X,876,41,30465
States,Montana,2024,10,X,1.81818,X,X,X,X,X,X,121,28,6655
States,Nebraska,2024,10,X,6.96411,X,X,X,X,X,X,1205,91,17303
States,Nevada,2024,10,X,2.24781,X,X,X,X,X,X,1060,66,47157
States,New Hampshire,2024,10,X,2.31579,X,X,X,X,X,X,198,22,8550
States,New Jersey,2024,10,X,5.64647,X,X,X,X,X,X,1563,31,27681
States,New Mexico,2024,10,X,6.97162,X,X,X,X,X,X,1678,41,24069
States,New York,2024,10,X,2.00618,X,X,X,X,X,X,1052,99,52438
States,North Carolina,2024,10,X,2.49946,X,X,X,X,X,X,2297,137,91900
States,North Dakota,2024,10,X,6.49351,X,X,X,X,X,X,250,13,3850
States,Ohio,2024,10,X,6.37175,X,X,X,X,X,X,2463,73,38655
States,Oklahoma,2024,10,X,4.42918,X,X,X,X,X,X,1051,44,23729
States,Oregon,2024,10,X,1.58352,X,X,X,X,X,X,631,85,39848
States,Pennsylvania,2024,10,X,2.0645,X,X,X,X,X,X,1503,100,72802
States,Rhode Island,2024,10,X,4.01185,X,X,X,X,X,X,555,22,13834
States,South Carolina,2024,10,X,3.95557,X,X,X,X,X,X,1275,38,32233
States,South Dakota,2024,10,X,2.2571,X,X,X,X,X,X,197,31,8728
States,Tennessee,2024,10,X,4.24896,X,X,X,X,X,X,1465,99,34479
States,Texas,2024,10,X,4.68026,X,X,X,X,X,X,2222,54,47476
States,Utah,2024,10,X,1.7709,X,X,X,X,X,X,348,48,19651
States,Vermont,2024,10,X,1.29976,X,X,X,X,X,X,80,14,6155
States,Virginia,2024,10,X,4.3455,X,X,X,X,X,X,5128,184,118007
States,Washington,2024,10,X,1.88231,X,X,X,X,X,X,1402,109,74483
States,West Virginia,2024,10,X,3.62815,X,X,X,X,X,X,562,55,15490
States,Wisconsin,2024,10,X,2.48405,X,X,X,X,X,X,728,61,29307
States,Wyoming,2024,10,X,7.51279,X,X,X,X,X,X,235,17,3128
States,Commonwealth of the Northern Mariana Islands,2024,10,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,10,X,4.41031,X,X,X,X,X,X,89,6,2018
States,Virgin Islands,2024,10,X,1.25483,X,X,X,X,X,X,13,4,1036
States,New York City,2024,10,X,6.10615,X,X,X,X,X,X,6980,105,114311
States,Alabama,2024,11,X,2.83432,X,X,X,X,X,X,1164,108,41068
States,Alaska,2024,11,X,3.35329,X,X,X,X,X,X,140,12,4175
States,Arizona,2024,11,X,2.43214,X,X,X,X,X,X,1879,122,77257
States,Arkansas,2024,11,X,3.64081,X,X,X,X,X,X,566,48,15546
States,California,2024,11,X,3.9524,X,X,X,X,X,X,11383,209,288002
States,Colorado,2024,11,X,3.69011,X,X,X,X,X,X,1689,97,45771
States,Connecticut,2024,11,X,2.47014,X,X,X,X,X,X,1034,69,41860
States,Delaware,2024,11,X,1.35823,X,X,X,X,X,X,192,25,14136
States,District of Columbia,2024,11,X,7.52093,X,X,X,X,X,X,584,7,7765
States,Florida,2024,11,X,3.86881,X,X,X,X,X,X,10159,355,262587
States,Georgia,2024,11,X,3.47548,X,X,X,X,X,X,2828,101,81370
States,Hawaii,2024,11,X,2.75235,X,X,X,X,X,X,965,42,35061
States,Idaho,2024,11,X,2.83695,X,X,X,X,X,X,297,30,10469
States,Illinois,2024,11,X,2.35039,X,X,X,X,X,X,1690,176,71903
States,Indiana,2024,11,X,2.98474,X,X,X,X,X,X,2235,156,74881
States,Iowa,2024,11,X,4.18157,X,X,X,X,X,X,152,15,3635
States,Kansas,2024,11,X,2.99478,X,X,X,X,X,X,534,34,17831
States,Kentucky,2024,11,X,2.61558,X,X,X,X,X,X,994,88,38003
States,Louisiana,2024,11,X,3.1294,X,X,X,X,X,X,1290,87,41222
States,Maine,2024,11,X,2.02073,X,X,X,X,X,X,308,51,15242
States,Maryland,2024,11,X,3.14547,X,X,X,X,X,X,1532,70,48705
States,Massachusetts,2024,11,X,3.35394,X,X,X,X,X,X,2897,105,86376
States,Michigan,2024,11,X,4.66074,X,X,X,X,X,X,6845,283,146865
States,Minnesota,2024,11,X,2.31433,X,X,X,X,X,X,823,71,35561
States,Mississippi,2024,11,X,3.26817,X,X,X,X,X,X,438,30,13402
States,Missouri,2024,11,X,2.33764,X,X,X,X,X,X,676,41,28918
States,Montana,2024,11,X,1.60232,X,X,X,X,X,X,105,28,6553
States,Nebraska,2024,11,X,6.39201,X,X,X,X,X,X,1069,91,16724
States,Nevada,2024,11,X,2.34418,X,X,X,X,X,X,1070,66,45645
States,New Hampshire,2024,11,X,1.7017,X,X,X,X,X,X,153,23,8991
States,New Jersey,2024,11,X,4.98404,X,X,X,X,X,X,1390,32,27889
States,New Mexico,2024,11,X,6.96216,X,X,X,X,X,X,1654,41,23757
States,New York,2024,11,X,1.84321,X,X,X,X,X,X,972,99,52734
States,North Carolina,2024,11,X,2.13405,X,X,X,X,X,X,1910,135,89501
States,North Dakota,2024,11,X,6.02252,X,X,X,X,X,X,230,13,3819
States,Ohio,2024,11,X,4.8666,X,X,X,X,X,X,1804,74,37069
States,Oklahoma,2024,11,X,3.23574,X,X,X,X,X,X,788,43,24353
States,Oregon,2024,11,X,1.79567,X,X,X,X,X,X,744,85,41433
States,Pennsylvania,2024,11,X,1.85212,X,X,X,X,X,X,1278,100,69002
States,Rhode Island,2024,11,X,2.08365,X,X,X,X,X,X,277,22,13294
States,South Carolina,2024,11,X,3.29643,X,X,X,X,X,X,1075,37,32611
States,South Dakota,2024,11,X,2.23616,X,X,X,X,X,X,221,32,9883
States,Tennessee,2024,11,X,3.481,X,X,X,X,X,X,1093,43,31399
